hidden_layers,activation,epochs,learning_rate,batch_size,accuracy,mae,mse,r2
[16],sigmoid,250,0.1,512,0.8163333333333334,0.18366666666666667,0.18366666666666667,-0.0662674238046943
[16],sigmoid,250,0.01,16,0.8138333333333333,0.18616666666666667,0.18616666666666667,-0.08078104572581069
[16],sigmoid,250,0.01,32,0.8141666666666667,0.18583333333333332,0.18583333333333332,-0.07884589613632853
[16],sigmoid,250,0.01,64,0.81,0.19,0.19,-0.10303526600485613
[16],sigmoid,250,0.01,128,0.8113333333333334,0.18866666666666668,0.18866666666666668,-0.09529466764692729
[16],sigmoid,250,0.01,256,0.8143333333333334,0.18566666666666667,0.18566666666666667,-0.07787832134158745
[16],sigmoid,250,0.01,512,0.8171666666666667,0.18283333333333332,0.18283333333333332,-0.061429549830988694
[16],sigmoid,250,0.001,16,0.7946666666666666,0.20533333333333334,0.20533333333333334,-0.19205214712103746
[16],sigmoid,250,0.001,32,0.7976666666666666,0.20233333333333334,0.20233333333333334,-0.17463580081569763
[16],sigmoid,250,0.001,64,0.7923333333333333,0.20766666666666667,0.20766666666666667,-0.205598194247413
[16],sigmoid,250,0.001,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[16],sigmoid,250,0.001,256,0.7806666666666666,0.21933333333333332,0.21933333333333332,-0.27332842987928996
[16],sigmoid,250,0.001,512,0.792,0.208,0.208,-0.20753334383689515
[16],sigmoid,250,0.0001,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[16],sigmoid,250,0.0001,32,0.7793333333333333,0.22066666666666668,0.22066666666666668,-0.2810690282372188
[16],sigmoid,250,0.0001,64,0.783,0.217,0.217,-0.25978238275291465
[16],sigmoid,250,0.0001,128,0.31866666666666665,0.6813333333333333,0.6813333333333333,-2.9554457609016245
[16],sigmoid,250,0.0001,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[16],sigmoid,250,0.0001,512,0.78,0.22,0.22,-0.2771987290582545
[16],tanh,1,10.0,16,0.43433333333333335,0.5656666666666667,0.5656666666666667,-2.2839488533512995
[16],tanh,1,10.0,32,0.6091666666666666,0.3908333333333333,0.3908333333333333,-1.2689628936678838
[16],tanh,1,10.0,64,0.7256666666666667,0.2743333333333333,0.2743333333333333,-0.5926281121438537
[16],tanh,1,10.0,128,0.4598333333333333,0.5401666666666667,0.5401666666666667,-2.135909909755911
[16],tanh,1,10.0,256,0.5911666666666666,0.4088333333333333,0.4088333333333333,-1.3734609714999229
[16],tanh,1,10.0,512,0.4455,0.5545,0.5545,-2.2191213421036458
[16],tanh,1,1.0,16,0.5426666666666666,0.4573333333333333,0.4573333333333333,-1.6550252367695837
[16],tanh,1,1.0,32,0.6091666666666666,0.3908333333333333,0.3908333333333333,-1.2689628936678838
[16],tanh,1,1.0,64,0.609,0.391,0.391,-1.2699304684626251
[16],tanh,1,1.0,128,0.7288333333333333,0.27116666666666667,0.27116666666666667,-0.5742441910437728
[16],tanh,1,1.0,256,0.7406666666666667,0.25933333333333336,0.25933333333333336,-0.5055463806171545
[16],tanh,1,1.0,512,0.4485,0.5515,0.5515,-2.201704995798306
[16],tanh,1,0.1,16,0.7001666666666667,0.29983333333333334,0.29983333333333334,-0.7406670557392423
[16],tanh,1,0.1,32,0.6628333333333334,0.33716666666666667,0.33716666666666667,-0.957403809761249
[16],tanh,1,0.1,64,0.6263333333333333,0.37366666666666665,0.37366666666666665,-1.1693026898095504
[16],tanh,1,0.1,128,0.6308333333333334,0.36916666666666664,0.36916666666666664,-1.1431781703515407
[16],tanh,1,0.1,256,0.6296666666666667,0.37033333333333335,0.37033333333333335,-1.1499511939147284
[16],tanh,1,0.1,512,0.7373333333333333,0.26266666666666666,0.26266666666666666,-0.5248978765119765
[16],tanh,1,0.01,16,0.4103333333333333,0.5896666666666667,0.5896666666666667,-2.423279623794018
[16],tanh,1,0.01,32,0.4683333333333333,0.5316666666666666,0.5316666666666666,-2.086563595224115
[16],tanh,1,0.01,64,0.6581666666666667,0.3418333333333333,0.3418333333333333,-0.984495904014
[16],tanh,1,0.01,128,0.7686666666666667,0.23133333333333334,0.23133333333333334,-0.3429938151006493
[16],tanh,1,0.01,256,0.4155,0.5845,0.5845,-2.393284805157044
[16],tanh,1,0.01,512,0.623,0.377,0.377,-1.1886541857043724
[16],tanh,1,0.001,16,0.48083333333333333,0.5191666666666667,0.5191666666666667,-2.0139954856185325
[16],tanh,1,0.001,32,0.46216666666666667,0.5378333333333334,0.5378333333333334,-2.122363862629536
[16],tanh,1,0.001,64,0.5818333333333333,0.4181666666666667,0.4181666666666667,-1.4276451600054245
[16],tanh,1,0.001,128,0.4765,0.5235,0.5235,-2.039152430281801
[16],tanh,1,0.001,256,0.4125,0.5875,0.5875,-2.410701151462384
[16],tanh,1,0.001,512,0.6905,0.3095,0.3095,-0.7967863938342261
[16],tanh,1,0.0001,16,0.5253333333333333,0.4746666666666667,0.4746666666666667,-1.755653015422658
[16],tanh,1,0.0001,32,0.527,0.473,0.473,-1.7459772674752472
[16],tanh,1,0.0001,64,0.6596666666666666,0.3403333333333333,0.3403333333333333,-0.9757877308613301
[16],tanh,1,0.0001,128,0.6378333333333334,0.3621666666666667,0.3621666666666667,-1.1025400289724145
[16],tanh,1,0.0001,256,0.31916666666666665,0.6808333333333333,0.6808333333333333,-2.952543036517401
[16],tanh,1,0.0001,512,0.521,0.479,0.479,-1.7808099600859268
[16],tanh,10,10.0,16,0.741,0.259,0.259,-0.5036112310276724
[16],tanh,10,10.0,32,0.7341666666666666,0.2658333333333333,0.2658333333333333,-0.5432817976120574
[16],tanh,10,10.0,64,0.7358333333333333,0.26416666666666666,0.26416666666666666,-0.5336060496646464
[16],tanh,10,10.0,128,0.7278333333333333,0.27216666666666667,0.27216666666666667,-0.5800496398122192
[16],tanh,10,10.0,256,0.763,0.237,0.237,-0.3758913581218468
[16],tanh,10,10.0,512,0.7775,0.2225,0.2225,-0.29171235097937087
[16],tanh,10,1.0,16,0.7631666666666667,0.23683333333333334,0.23683333333333334,-0.37492378332710574
[16],tanh,10,1.0,32,0.7851666666666667,0.21483333333333332,0.21483333333333332,-0.2472039104212802
[16],tanh,10,1.0,64,0.6866666666666666,0.31333333333333335,0.31333333333333335,-0.8190406141132716
[16],tanh,10,1.0,128,0.7813333333333333,0.21866666666666668,0.21866666666666668,-0.26945813070032565
[16],tanh,10,1.0,256,0.7193333333333334,0.2806666666666667,0.2806666666666667,-0.6293959543440155
[16],tanh,10,1.0,512,0.7596666666666667,0.24033333333333334,0.24033333333333334,-0.3952428540166688
[16],tanh,10,0.1,16,0.7958333333333333,0.20416666666666666,0.20416666666666666,-0.1852791235578497
[16],tanh,10,0.1,32,0.781,0.219,0.219,-0.2713932802898078
[16],tanh,10,0.1,64,0.8045,0.1955,0.1955,-0.13496523423131257
[16],tanh,10,0.1,128,0.8065,0.1935,0.1935,-0.1233543366944192
[16],tanh,10,0.1,256,0.8013333333333333,0.19866666666666666,0.19866666666666666,-0.15334915533139348
[16],tanh,10,0.1,512,0.7836666666666666,0.21633333333333332,0.21633333333333332,-0.2559120835739501
[16],tanh,10,0.01,16,0.7996666666666666,0.20033333333333334,0.20033333333333334,-0.16302490327880448
[16],tanh,10,0.01,32,0.7893333333333333,0.21066666666666667,0.21066666666666667,-0.22301454055275283
[16],tanh,10,0.01,64,0.793,0.207,0.207,-0.20172789506844846
[16],tanh,10,0.01,128,0.8043333333333333,0.19566666666666666,0.19566666666666666,-0.13593280902605365
[16],tanh,10,0.01,256,0.806,0.194,0.194,-0.12625706107864265
[16],tanh,10,0.01,512,0.7438333333333333,0.25616666666666665,0.25616666666666665,-0.4871624595170736
[16],tanh,10,0.001,16,0.45816666666666667,0.5418333333333333,0.5418333333333333,-2.145585657703322
[16],tanh,10,0.001,32,0.4505,0.5495,0.5495,-2.190094098261413
[16],tanh,10,0.001,64,0.48533333333333334,0.5146666666666667,0.5146666666666667,-1.9878709661605227
[16],tanh,10,0.001,128,0.747,0.253,0.253,-0.4687785384169927
[16],tanh,10,0.001,256,0.645,0.355,0.355,-1.060934312798547
[16],tanh,10,0.001,512,0.25983333333333336,0.7401666666666666,0.7401666666666666,-3.2969996634452334
[16],tanh,10,0.0001,16,0.6835,0.3165,0.3165,-0.8374245352133525
[16],tanh,10,0.0001,32,0.721,0.279,0.279,-0.6197202063966045
[16],tanh,10,0.0001,64,0.43316666666666664,0.5668333333333333,0.5668333333333333,-2.2907218769144873
[16],tanh,10,0.0001,128,0.749,0.251,0.251,-0.4571676408800993
[16],tanh,10,0.0001,256,0.485,0.515,0.515,-1.9898061157500049
[16],tanh,10,0.0001,512,0.2806666666666667,0.7193333333333334,0.7193333333333334,-3.1760528141025954
[16],tanh,25,10.0,16,0.6695,0.3305,0.3305,-0.918700817971605
[16],tanh,25,10.0,32,0.5873333333333334,0.4126666666666667,0.4126666666666667,-1.3957151917789683
[16],tanh,25,10.0,64,0.6336666666666667,0.36633333333333334,0.36633333333333334,-1.1267293988409417
[16],tanh,25,10.0,128,0.7058333333333333,0.2941666666666667,0.2941666666666667,-0.7077695127180448
[16],tanh,25,10.0,256,0.7466666666666667,0.25333333333333335,0.25333333333333335,-0.47071368800647484
[16],tanh,25,10.0,512,0.5336666666666666,0.4663333333333333,0.4663333333333333,-1.7072742756856032
[16],tanh,25,1.0,16,0.777,0.223,0.223,-0.2946150753635943
[16],tanh,25,1.0,32,0.7325,0.2675,0.2675,-0.5529575455594684
[16],tanh,25,1.0,64,0.7676666666666667,0.23233333333333334,0.23233333333333334,-0.348799263869096
[16],tanh,25,1.0,128,0.7373333333333333,0.26266666666666666,0.26266666666666666,-0.5248978765119765
[16],tanh,25,1.0,256,0.6951666666666667,0.30483333333333335,0.30483333333333335,-0.7696942995814753
[16],tanh,25,1.0,512,0.6593333333333333,0.3406666666666667,0.3406666666666667,-0.9777228804508122
[16],tanh,25,0.1,16,0.8125,0.1875,0.1875,-0.08852164408373953
[16],tanh,25,0.1,32,0.8105,0.1895,0.1895,-0.1001325416206329
[16],tanh,25,0.1,64,0.8056666666666666,0.19433333333333333,0.19433333333333333,-0.1281922106681248
[16],tanh,25,0.1,128,0.806,0.194,0.194,-0.12625706107864265
[16],tanh,25,0.1,256,0.8113333333333334,0.18866666666666668,0.18866666666666668,-0.09529466764692729
[16],tanh,25,0.1,512,0.8033333333333333,0.19666666666666666,0.19666666666666666,-0.1417382577945001
[16],tanh,25,0.01,16,0.8121666666666667,0.18783333333333332,0.18783333333333332,-0.09045679367322168
[16],tanh,25,0.01,32,0.8113333333333334,0.18866666666666668,0.18866666666666668,-0.09529466764692729
[16],tanh,25,0.01,64,0.8113333333333334,0.18866666666666668,0.18866666666666668,-0.09529466764692729
[16],tanh,25,0.01,128,0.8073333333333333,0.19266666666666668,0.19266666666666668,-0.11851646272071381
[16],tanh,25,0.01,256,0.8021666666666667,0.19783333333333333,0.19783333333333333,-0.14851128135768787
[16],tanh,25,0.01,512,0.8043333333333333,0.19566666666666666,0.19566666666666666,-0.13593280902605365
[16],tanh,25,0.001,16,0.7515,0.2485,0.2485,-0.44265401895898293
[16],tanh,25,0.001,32,0.571,0.429,0.429,-1.490537521663596
[16],tanh,25,0.001,64,0.797,0.203,0.203,-0.17850609999466216
[16],tanh,25,0.001,128,0.7165,0.2835,0.2835,-0.6458447258546143
[16],tanh,25,0.001,256,0.76,0.24,0.24,-0.39330770442718666
[16],tanh,25,0.001,512,0.7638333333333334,0.23616666666666666,0.23616666666666666,-0.37105348414814143
[16],tanh,25,0.0001,16,0.45,0.55,0.55,-2.192996822645636
[16],tanh,25,0.0001,32,0.5153333333333333,0.4846666666666667,0.4846666666666667,-1.8137075031071244
[16],tanh,25,0.0001,64,0.6613333333333333,0.33866666666666667,0.33866666666666667,-0.9661119829139189
[16],tanh,25,0.0001,128,0.5301666666666667,0.4698333333333333,0.4698333333333333,-1.727593346375166
[16],tanh,25,0.0001,256,0.7706666666666667,0.22933333333333333,0.22933333333333333,-0.33138291756375615
[16],tanh,25,0.0001,512,0.6025,0.3975,0.3975,-1.3076658854575278
[16],tanh,50,10.0,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[16],tanh,50,10.0,32,0.5755,0.4245,0.4245,-1.4644130022055863
[16],tanh,50,10.0,64,0.599,0.401,0.401,-1.3279849561470911
[16],tanh,50,10.0,128,0.7793333333333333,0.22066666666666668,0.22066666666666668,-0.2810690282372188
[16],tanh,50,10.0,256,0.571,0.429,0.429,-1.490537521663596
[16],tanh,50,10.0,512,0.556,0.444,0.444,-1.5776192531902953
[16],tanh,50,1.0,16,0.796,0.204,0.204,-0.18431154876310862
[16],tanh,50,1.0,32,0.7761666666666667,0.22383333333333333,0.22383333333333333,-0.2994529493372997
[16],tanh,50,1.0,64,0.7891666666666667,0.21083333333333334,0.21083333333333334,-0.2239821153474939
[16],tanh,50,1.0,128,0.7773333333333333,0.22266666666666668,0.22266666666666668,-0.29267992577411217
[16],tanh,50,1.0,256,0.7916666666666666,0.20833333333333334,0.20833333333333334,-0.2094684934263773
[16],tanh,50,1.0,512,0.7903333333333333,0.20966666666666667,0.20966666666666667,-0.21720909178430614
[16],tanh,50,0.1,16,0.8115,0.1885,0.1885,-0.09432709285218621
[16],tanh,50,0.1,32,0.8161666666666667,0.18383333333333332,0.18383333333333332,-0.06723499859943538
[16],tanh,50,0.1,64,0.8156666666666667,0.18433333333333332,0.18433333333333332,-0.07013772298365861
[16],tanh,50,0.1,128,0.8151666666666667,0.18483333333333332,0.18483333333333332,-0.07304044736788184
[16],tanh,50,0.1,256,0.8143333333333334,0.18566666666666667,0.18566666666666667,-0.07787832134158745
[16],tanh,50,0.1,512,0.8148333333333333,0.18516666666666667,0.18516666666666667,-0.07497559695736422
[16],tanh,50,0.01,16,0.813,0.187,0.187,-0.0856189196995163
[16],tanh,50,0.01,32,0.8135,0.1865,0.1865,-0.08271619531529306
[16],tanh,50,0.01,64,0.8138333333333333,0.18616666666666667,0.18616666666666667,-0.08078104572581069
[16],tanh,50,0.01,128,0.8121666666666667,0.18783333333333332,0.18783333333333332,-0.09045679367322168
[16],tanh,50,0.01,256,0.8168333333333333,0.18316666666666667,0.18316666666666667,-0.06336469942047085
[16],tanh,50,0.01,512,0.813,0.187,0.187,-0.0856189196995163
[16],tanh,50,0.001,16,0.7085,0.2915,0.2915,-0.6922883160021871
[16],tanh,50,0.001,32,0.4666666666666667,0.5333333333333333,0.5333333333333333,-2.096239343171526
[16],tanh,50,0.001,64,0.7996666666666666,0.20033333333333334,0.20033333333333334,-0.16302490327880448
[16],tanh,50,0.001,128,0.7046666666666667,0.29533333333333334,0.29533333333333334,-0.7145425362812325
[16],tanh,50,0.001,256,0.7866666666666666,0.21333333333333335,0.21333333333333335,-0.23849573726861029
[16],tanh,50,0.001,512,0.7573333333333333,0.24266666666666667,0.24266666666666667,-0.40878890114304434
[16],tanh,50,0.0001,16,0.5831666666666667,0.41683333333333333,0.41683333333333333,-1.419904561647496
[16],tanh,50,0.0001,32,0.7876666666666666,0.21233333333333335,0.21233333333333335,-0.23269028850016382
[16],tanh,50,0.0001,64,0.315,0.685,0.685,-2.9767324063859286
[16],tanh,50,0.0001,128,0.5975,0.4025,0.4025,-1.336693129299761
[16],tanh,50,0.0001,256,0.7095,0.2905,0.2905,-0.6864828672337406
[16],tanh,50,0.0001,512,0.2545,0.7455,0.7455,-3.327962056876949
[16],tanh,100,10.0,16,0.7553333333333333,0.24466666666666667,0.24466666666666667,-0.4203997986799375
[16],tanh,100,10.0,32,0.6388333333333334,0.3611666666666667,0.3611666666666667,-1.0967345802039676
[16],tanh,100,10.0,64,0.7511666666666666,0.24883333333333332,0.24883333333333332,-0.4445891685484651
[16],tanh,100,10.0,128,0.7786666666666666,0.22133333333333333,0.22133333333333333,-0.28493932741618333
[16],tanh,100,10.0,256,0.5323333333333333,0.4676666666666667,0.4676666666666667,-1.7150148740435318
[16],tanh,100,10.0,512,0.622,0.378,0.378,-1.1944596344728189
[16],tanh,100,1.0,16,0.7961666666666667,0.20383333333333334,0.20383333333333334,-0.18334397396836755
[16],tanh,100,1.0,32,0.757,0.243,0.243,-0.4107240507325265
[16],tanh,100,1.0,64,0.78,0.22,0.22,-0.2771987290582545
[16],tanh,100,1.0,128,0.7975,0.2025,0.2025,-0.1756033756104387
[16],tanh,100,1.0,256,0.798,0.202,0.202,-0.17270065122621547
[16],tanh,100,1.0,512,0.7991666666666667,0.20083333333333334,0.20083333333333334,-0.1659276276630277
[16],tanh,100,0.1,16,0.8181666666666667,0.18183333333333335,0.18183333333333335,-0.05562410106254223
[16],tanh,100,0.1,32,0.8158333333333333,0.18416666666666667,0.18416666666666667,-0.06917014818891754
[16],tanh,100,0.1,64,0.8166666666666667,0.18333333333333332,0.18333333333333332,-0.06433227421521215
[16],tanh,100,0.1,128,0.8176666666666667,0.18233333333333332,0.18233333333333332,-0.05852682544676546
[16],tanh,100,0.1,256,0.8146666666666667,0.18533333333333332,0.18533333333333332,-0.0759431717521053
[16],tanh,100,0.1,512,0.8148333333333333,0.18516666666666667,0.18516666666666667,-0.07497559695736422
[16],tanh,100,0.01,16,0.8156666666666667,0.18433333333333332,0.18433333333333332,-0.07013772298365861
[16],tanh,100,0.01,32,0.8143333333333334,0.18566666666666667,0.18566666666666667,-0.07787832134158745
[16],tanh,100,0.01,64,0.8148333333333333,0.18516666666666667,0.18516666666666667,-0.07497559695736422
[16],tanh,100,0.01,128,0.8138333333333333,0.18616666666666667,0.18616666666666667,-0.08078104572581069
[16],tanh,100,0.01,256,0.8146666666666667,0.18533333333333332,0.18533333333333332,-0.0759431717521053
[16],tanh,100,0.01,512,0.8158333333333333,0.18416666666666667,0.18416666666666667,-0.06917014818891754
[16],tanh,100,0.001,16,0.808,0.192,0.192,-0.11464616354174928
[16],tanh,100,0.001,32,0.7981666666666667,0.20183333333333334,0.20183333333333334,-0.1717330764314744
[16],tanh,100,0.001,64,0.7991666666666667,0.20083333333333334,0.20083333333333334,-0.1659276276630277
[16],tanh,100,0.001,128,0.8066666666666666,0.19333333333333333,0.19333333333333333,-0.12238676189967812
[16],tanh,100,0.001,256,0.8053333333333333,0.19466666666666665,0.19466666666666665,-0.13012736025760696
[16],tanh,100,0.001,512,0.8023333333333333,0.19766666666666666,0.19766666666666666,-0.1475437065629468
[16],tanh,100,0.0001,16,0.5553333333333333,0.44466666666666665,0.44466666666666665,-1.5814895523692596
[16],tanh,100,0.0001,32,0.678,0.322,0.322,-0.8693545034398087
[16],tanh,100,0.0001,64,0.782,0.218,0.218,-0.2655878315213611
[16],tanh,100,0.0001,128,0.36833333333333335,0.6316666666666667,0.6316666666666667,-2.667108472068776
[16],tanh,100,0.0001,256,0.3461666666666667,0.6538333333333334,0.6538333333333334,-2.7957959197693425
[16],tanh,100,0.0001,512,0.6581666666666667,0.3418333333333333,0.3418333333333333,-0.984495904014
[16],tanh,250,10.0,16,0.7108333333333333,0.2891666666666667,0.2891666666666667,-0.6787422688758118
[16],tanh,250,10.0,32,0.7935,0.2065,0.2065,-0.19882517068422523
[16],tanh,250,10.0,64,0.6961666666666667,0.30383333333333334,0.30383333333333334,-0.7638888508130286
[16],tanh,250,10.0,128,0.7883333333333333,0.21166666666666667,0.21166666666666667,-0.2288199893211993
[16],tanh,250,10.0,256,0.767,0.233,0.233,-0.3526695630480603
[16],tanh,250,10.0,512,0.7965,0.2035,0.2035,-0.1814088243788854
[16],tanh,250,1.0,16,0.7775,0.2225,0.2225,-0.29171235097937087
[16],tanh,250,1.0,32,0.8028333333333333,0.19716666666666666,0.19716666666666666,-0.14464098217872356
[16],tanh,250,1.0,64,0.7865,0.2135,0.2135,-0.23946331206335136
[16],tanh,250,1.0,128,0.788,0.212,0.212,-0.23075513891068145
[16],tanh,250,1.0,256,0.8018333333333333,0.19816666666666666,0.19816666666666666,-0.15044643094717003
