hidden_layers,activation,epochs,lr,batch_size,mae,mse,r2
"[32, 64]",relu,1,0.0001,512,3327.5635671263544,131744439.45595443,-0.091758131980896
"[32, 64]",relu,10,0.1,16,2502.6640037587617,120614554.96751726,0.00047469139099121094
"[32, 64]",relu,10,0.1,32,2454.154323639944,121317106.02063555,-0.0053473711013793945
"[32, 64]",relu,10,0.1,64,2524.744864640974,120790632.8156002,-0.0009845495223999023
"[32, 64]",relu,10,0.1,128,2535.482467376174,120372671.2414563,0.002479255199432373
"[32, 64]",relu,10,0.1,256,2493.5450110260485,121614549.05164759,-0.0078122615814208984
"[32, 64]",relu,10,0.1,512,2479.153041620696,121607714.1823962,-0.0077555179595947266
"[32, 64]",relu,10,0.01,16,3322.4623749423617,131700078.3069121,-0.09139037132263184
"[32, 64]",relu,10,0.01,32,3320.2225346873156,131685320.56960535,-0.09126794338226318
"[32, 64]",relu,10,0.01,64,3321.3618920171134,131691503.05965723,-0.09131932258605957
"[32, 64]",relu,10,0.01,128,3321.6349101581372,131693873.95775704,-0.09133899211883545
"[32, 64]",relu,10,0.01,256,3320.5208954083423,131682837.15952204,-0.09124743938446045
"[32, 64]",relu,10,0.01,512,3321.6288475025076,131695966.79000452,-0.09135627746582031
"[32, 64]",relu,10,0.001,16,3327.1865880077676,131741665.71837214,-0.0917348861694336
"[32, 64]",relu,10,0.001,32,3327.062208361077,131740666.08418451,-0.09172677993774414
"[32, 64]",relu,10,0.001,64,3327.1922907238186,131741849.84017642,-0.0917365550994873
"[32, 64]",relu,10,0.001,128,3327.3616374207863,131742948.00526065,-0.09174573421478271
"[32, 64]",relu,10,0.001,256,3326.9819938159576,131740103.26940148,-0.09172201156616211
"[32, 64]",relu,10,0.001,512,3327.2199622477133,131741831.90801394,-0.09173643589019775
"[32, 64]",relu,10,0.0001,16,3327.407911227562,131743333.59861158,-0.09174871444702148
"[32, 64]",relu,10,0.0001,32,3327.2009063709584,131742002.3653246,-0.09173786640167236
"[32, 64]",relu,10,0.0001,64,3327.431845897067,131743598.11135311,-0.09175097942352295
"[32, 64]",relu,10,0.0001,128,3327.582162780597,131744788.72306131,-0.09176099300384521
"[32, 64]",relu,10,0.0001,256,3327.2821687654196,131742395.8440069,-0.09174108505249023
"[32, 64]",relu,10,0.0001,512,3327.2973241961413,131742448.41215469,-0.09174168109893799
"[32, 64]",relu,25,0.1,16,2861.4411432230395,119316593.5011886,0.011230766773223877
"[32, 64]",relu,25,0.1,32,2913.4490114506234,118779359.62336402,0.01568293571472168
"[32, 64]",relu,25,0.1,64,2857.7215947355535,119332700.8454503,0.011097311973571777
"[32, 64]",relu,25,0.1,128,3126.821685248327,119685271.09425412,0.00817561149597168
"[32, 64]",relu,25,0.1,256,3002.5493935604145,119452155.76501626,0.010107457637786865
"[32, 64]",relu,25,0.1,512,2818.9066765609973,119629708.60212857,0.008635938167572021
"[32, 64]",relu,25,0.01,16,3266.1768910062465,131144073.85395767,-0.08678269386291504
"[32, 64]",relu,25,0.01,32,3247.609486602387,130989235.07887228,-0.08549964427947998
"[32, 64]",relu,25,0.01,64,3260.863623150361,131152042.00980039,-0.08684897422790527
"[32, 64]",relu,25,0.01,128,3255.8499595448684,131018179.38686661,-0.08573949337005615
"[32, 64]",relu,25,0.01,256,3243.391811510611,130954375.853927,-0.08521080017089844
"[32, 64]",relu,25,0.01,512,3242.1695968930067,130945700.2344103,-0.08513891696929932
"[32, 64]",relu,25,0.001,16,3326.8113970559557,131738552.03127186,-0.09170937538146973
"[32, 64]",relu,25,0.001,32,3326.76875952257,131737742.61164849,-0.09170246124267578
"[32, 64]",relu,25,0.001,64,3326.84366520555,131738997.47757435,-0.0917130708694458
"[32, 64]",relu,25,0.001,128,3326.8136830740077,131738612.45127054,-0.09170985221862793
"[32, 64]",relu,25,0.001,256,3326.672611189093,131737472.7178814,-0.09170019626617432
"[32, 64]",relu,25,0.001,512,3326.599515333563,131737102.04606812,-0.09169721603393555
"[32, 64]",relu,25,0.0001,16,3327.3416890479975,131743031.9819173,-0.09174633026123047
"[32, 64]",relu,25,0.0001,32,3327.5026095913813,131743839.44258963,-0.09175300598144531
"[32, 64]",relu,25,0.0001,64,3327.446236495481,131743630.3558939,-0.09175121784210205
"[32, 64]",relu,25,0.0001,128,3327.251761769599,131742378.56108046,-0.09174096584320068
"[32, 64]",relu,25,0.0001,256,3327.458391679687,131743920.75098105,-0.09175372123718262
"[32, 64]",relu,25,0.0001,512,3327.3783210192037,131743346.43650289,-0.09174895286560059
"[32, 64]",relu,50,0.1,16,2977.4056696079315,118305350.64108579,0.019610822200775146
"[32, 64]",relu,50,0.1,32,3001.0964394034286,118292834.71344344,0.019714534282684326
"[32, 64]",relu,50,0.1,64,2982.1326694418767,118260190.27275923,0.0199851393699646
"[32, 64]",relu,50,0.1,128,2983.497284520573,118355384.9264524,0.019196271896362305
"[32, 64]",relu,50,0.1,256,3010.3096380677584,118306528.00873429,0.019601106643676758
"[32, 64]",relu,50,0.1,512,3097.1561157442097,118302297.60759468,0.019636154174804688
"[32, 64]",relu,50,0.01,16,2728.8997080424406,124871116.07502176,-0.03479921817779541
"[32, 64]",relu,50,0.01,32,2778.5136376278806,125919122.85703608,-0.043483853340148926
"[32, 64]",relu,50,0.01,64,2635.8468901198453,124421789.80994569,-0.031075716018676758
"[32, 64]",relu,50,0.01,128,2669.9080542012202,124542230.09625314,-0.03207361698150635
"[32, 64]",relu,50,0.01,256,2679.132446570029,124725988.29013354,-0.03359651565551758
"[32, 64]",relu,50,0.01,512,2680.8147859990727,125109643.13194712,-0.036775827407836914
"[32, 64]",relu,50,0.001,16,3324.8460862618676,131722113.11237079,-0.09157299995422363
"[32, 64]",relu,50,0.001,32,3324.898621267502,131721733.49852526,-0.09156990051269531
"[32, 64]",relu,50,0.001,64,3324.5944884620453,131719918.39516613,-0.09155488014221191
"[32, 64]",relu,50,0.001,128,3325.158433032977,131724146.90243353,-0.09158980846405029
"[32, 64]",relu,50,0.001,256,3325.5671582615964,131727657.7820046,-0.09161889553070068
"[32, 64]",relu,50,0.001,512,3324.7251604400044,131722517.7296367,-0.09157633781433105
"[32, 64]",relu,50,0.0001,16,3327.2231261322127,131742336.00328013,-0.09174060821533203
"[32, 64]",relu,50,0.0001,32,3327.29211870492,131742620.71526262,-0.09174299240112305
"[32, 64]",relu,50,0.0001,64,3327.157755090356,131741505.5502005,-0.09173381328582764
"[32, 64]",relu,50,0.0001,128,3327.31744673749,131742740.66645531,-0.09174394607543945
"[32, 64]",relu,50,0.0001,256,3327.284261113007,131742277.81218524,-0.09174013137817383
"[32, 64]",relu,50,0.0001,512,3327.170189463844,131741859.2741288,-0.09173667430877686
"[32, 64]",relu,100,0.1,16,3051.3036328211215,118209376.57458915,0.02040630578994751
"[32, 64]",relu,100,0.1,32,3052.5121380405085,118119709.0524641,0.02114933729171753
"[32, 64]",relu,100,0.1,64,3042.9156447146097,118108550.1959807,0.021241843700408936
"[32, 64]",relu,100,0.1,128,3040.4841453734102,118052827.7518287,0.021703600883483887
"[32, 64]",relu,100,0.1,256,3039.3514175751816,118082790.2311846,0.02145528793334961
"[32, 64]",relu,100,0.1,512,3045.8845733092194,118140087.10530505,0.020980417728424072
"[32, 64]",relu,100,0.01,16,3019.8505178589376,118749321.08660164,0.01593172550201416
"[32, 64]",relu,100,0.01,32,3024.312825289902,118983706.3538068,0.013989448547363281
"[32, 64]",relu,100,0.01,64,3047.6793429504232,118789885.27402897,0.015595674514770508
"[32, 64]",relu,100,0.01,128,3030.4411907525605,118709374.47630006,0.01626276969909668
"[32, 64]",relu,100,0.01,256,3047.0271482974017,118792071.45090191,0.015577435493469238
"[32, 64]",relu,100,0.01,512,3050.3754108345724,118871168.05003358,0.014922022819519043
"[32, 64]",relu,100,0.001,16,3311.6684651422324,131598726.16576652,-0.09055054187774658
"[32, 64]",relu,100,0.001,32,3303.510404018304,131526631.29969922,-0.08995294570922852
"[32, 64]",relu,100,0.001,64,3313.75793908481,131613309.64171211,-0.09067130088806152
"[32, 64]",relu,100,0.001,128,3313.8180975168284,131615474.93907343,-0.09068918228149414
"[32, 64]",relu,100,0.001,256,3309.368341537724,131579653.42598553,-0.09039247035980225
"[32, 64]",relu,100,0.001,512,3310.603131485731,131579375.10732317,-0.09039008617401123
"[32, 64]",relu,100,0.0001,16,3327.1899046137682,131741810.7546493,-0.09173619747161865
"[32, 64]",relu,100,0.0001,32,3327.3198530345844,131742811.01469605,-0.09174454212188721
"[32, 64]",relu,100,0.0001,64,3327.1949334643864,131741742.26316364,-0.09173572063446045
"[32, 64]",relu,100,0.0001,128,3327.3826751916376,131743122.86022788,-0.09174704551696777
"[32, 64]",relu,100,0.0001,256,3327.2751404822316,131742188.87590568,-0.09173941612243652
"[32, 64]",relu,100,0.0001,512,3326.98760549891,131740400.63334097,-0.09172451496124268
"[32, 64]",relu,250,0.1,16,3049.652962176462,118164023.01551493,0.020782113075256348
"[32, 64]",relu,250,0.1,32,3058.7433642645865,118280532.86281945,0.01981639862060547
"[32, 64]",relu,250,0.1,64,3059.4016459524323,118270508.15281118,0.019899606704711914
"[32, 64]",relu,250,0.1,128,3057.882036181924,118450147.43567675,0.018410921096801758
"[32, 64]",relu,250,0.1,256,3059.328142943366,118307897.1103885,0.01958984136581421
"[32, 64]",relu,250,0.1,512,3037.8094059432615,118341451.56728804,0.019311726093292236
"[32, 64]",relu,250,0.01,16,3056.176413955717,118205894.22617954,0.020435214042663574
"[32, 64]",relu,250,0.01,32,3050.091565581856,118067348.16334102,0.021583199501037598
"[32, 64]",relu,250,0.01,64,3051.284286816554,118147110.05836307,0.020922183990478516
"[32, 64]",relu,250,0.01,128,3050.688165074595,118157548.98015589,0.020835816860198975
"[32, 64]",relu,250,0.01,256,3047.3153735673327,118084598.55463162,0.02144026756286621
"[32, 64]",relu,250,0.01,512,3048.2779522849023,118126046.49168558,0.02109682559967041
"[32, 64]",relu,250,0.001,16,3047.500798659722,128788007.33820194,-0.06725811958312988
"[32, 64]",relu,250,0.001,32,2995.927733912175,128156180.71336822,-0.06202232837677002
"[32, 64]",relu,250,0.001,64,2998.0422961326094,128462453.7323561,-0.0645604133605957
"[32, 64]",relu,250,0.001,128,3047.294311257626,128878557.97608913,-0.06800854206085205
"[32, 64]",relu,250,0.001,256,3026.64155432453,128733609.41187398,-0.06680750846862793
"[32, 64]",relu,250,0.001,512,3023.01862226523,128635273.2108084,-0.06599259376525879
"[32, 64]",relu,250,0.0001,16,3326.294045821755,131734736.44193582,-0.09167754650115967
"[32, 64]",relu,250,0.0001,32,3326.359763342077,131735378.40595691,-0.09168291091918945
"[32, 64]",relu,250,0.0001,64,3326.183308769068,131733229.59764968,-0.09166502952575684
"[32, 64]",relu,250,0.0001,128,3326.5158256426075,131736177.41124225,-0.09168946743011475
"[32, 64]",relu,250,0.0001,256,3326.5323649854245,131736528.35177097,-0.09169244766235352
"[32, 64]",relu,250,0.0001,512,3326.5820324144706,131736651.75839789,-0.09169340133666992
"[32, 64]",tanh,1,0.1,16,3325.7932434416575,131732236.23528886,-0.09165692329406738
"[32, 64]",tanh,1,0.1,32,3326.053452815371,131733471.87319617,-0.09166717529296875
"[32, 64]",tanh,1,0.1,64,3325.707756181078,131731584.47790807,-0.09165143966674805
"[32, 64]",tanh,1,0.1,128,3325.517137092092,131730676.74354388,-0.09164392948150635
"[32, 64]",tanh,1,0.1,256,3326.116791809914,131735566.59343027,-0.09168446063995361
"[32, 64]",tanh,1,0.1,512,3325.5351224180454,131728322.545562,-0.09162437915802002
"[32, 64]",tanh,1,0.01,16,3327.0425207074422,131740601.35192882,-0.09172618389129639
"[32, 64]",tanh,1,0.01,32,3327.1920575847275,131741875.66464855,-0.09173667430877686
"[32, 64]",tanh,1,0.01,64,3327.2943266321818,131742388.20852138,-0.09174096584320068
"[32, 64]",tanh,1,0.01,128,3327.3472243813344,131742487.66438916,-0.09174180030822754
"[32, 64]",tanh,1,0.01,256,3327.1497601925535,131741300.24848326,-0.09173202514648438
"[32, 64]",tanh,1,0.01,512,3327.316035394916,131742569.64704052,-0.09174251556396484
"[32, 64]",tanh,1,0.001,16,3327.3516975091457,131743111.85060774,-0.09174704551696777
"[32, 64]",tanh,1,0.001,32,3327.5489960636237,131744603.77044848,-0.0917593240737915
"[32, 64]",tanh,1,0.001,64,3327.3562066681848,131743200.55849153,-0.09174764156341553
"[32, 64]",tanh,1,0.001,128,3327.486319105918,131743848.25537959,-0.09175312519073486
"[32, 64]",tanh,1,0.001,256,3327.502634800018,131743891.47225198,-0.09175348281860352
"[32, 64]",tanh,1,0.001,512,3327.4781976817253,131743818.23388413,-0.09175288677215576
"[32, 64]",tanh,1,0.0001,16,3327.3735528179454,131743120.66324294,-0.09174716472625732
"[32, 64]",tanh,1,0.0001,32,3327.355416860119,131743387.37888466,-0.09174942970275879
"[32, 64]",tanh,1,0.0001,64,3327.535838053711,131744307.6806539,-0.09175693988800049
"[32, 64]",tanh,1,0.0001,128,3327.376284592993,131743217.03507459,-0.09174799919128418
"[32, 64]",tanh,1,0.0001,256,3327.4126323212586,131743594.42871606,-0.0917510986328125
"[32, 64]",tanh,1,0.0001,512,3327.50838949614,131743901.25119694,-0.09175360202789307
"[32, 64]",tanh,10,0.1,16,3271.6794255665955,131375639.84118672,-0.08870184421539307
"[32, 64]",tanh,10,0.1,32,3271.3935671332565,131373708.93078786,-0.08868575096130371
"[32, 64]",tanh,10,0.1,64,3274.6187874737116,131394851.17826143,-0.08886098861694336
"[32, 64]",tanh,10,0.1,128,3272.1628074160076,131378814.08104537,-0.08872807025909424
"[32, 64]",tanh,10,0.1,256,3274.4053339742295,131393299.26715311,-0.08884811401367188
"[32, 64]",tanh,10,0.1,512,3272.115888135402,131378418.39948843,-0.08872473239898682
"[32, 64]",tanh,10,0.01,16,3323.8840804194,131714003.74911541,-0.09150576591491699
"[32, 64]",tanh,10,0.01,32,3323.88683620457,131714604.81276302,-0.09151077270507812
"[32, 64]",tanh,10,0.01,64,3323.116435980847,131710355.74431053,-0.0914754867553711
"[32, 64]",tanh,10,0.01,128,3324.7080167506447,131720078.40472336,-0.09155607223510742
"[32, 64]",tanh,10,0.01,256,3323.8659930788153,131714638.35334264,-0.09151101112365723
"[32, 64]",tanh,10,0.01,512,3323.6071373372743,131712860.73282579,-0.09149622917175293
"[32, 64]",tanh,10,0.001,16,3327.189212280666,131741978.25381249,-0.09173762798309326
"[32, 64]",tanh,10,0.001,32,3327.0456629001387,131740965.01738106,-0.09172928333282471
"[32, 64]",tanh,10,0.001,64,3327.01095701582,131740349.35397047,-0.09172415733337402
"[32, 64]",tanh,10,0.001,128,3327.2414677891375,131742026.66912867,-0.09173810482025146
"[32, 64]",tanh,10,0.001,256,3327.365940076081,131742975.98855732,-0.09174585342407227
"[32, 64]",tanh,10,0.001,512,3327.1854098823173,131741278.50637688,-0.09173178672790527
"[32, 64]",tanh,10,0.0001,16,3327.377039011764,131743244.62698068,-0.09174811840057373
"[32, 64]",tanh,10,0.0001,32,3327.2366279378316,131742300.71700111,-0.09174025058746338
"[32, 64]",tanh,10,0.0001,64,3327.3411390851884,131743120.5973389,-0.09174704551696777
"[32, 64]",tanh,10,0.0001,128,3327.5570328564027,131744435.7334969,-0.0917578935623169
"[32, 64]",tanh,10,0.0001,256,3327.3476784426534,131743040.81523547,-0.09174656867980957
"[32, 64]",tanh,10,0.0001,512,3327.3171404233467,131742828.00568438,-0.09174466133117676
"[32, 64]",tanh,25,0.1,16,3172.8580609313294,130736749.40578867,-0.08340728282928467
"[32, 64]",tanh,25,0.1,32,3174.1947896387046,130745277.28780231,-0.08347797393798828
"[32, 64]",tanh,25,0.1,64,3172.2302834833986,130732747.9134231,-0.0833742618560791
"[32, 64]",tanh,25,0.1,128,3176.4140715505846,130759430.5614765,-0.08359527587890625
"[32, 64]",tanh,25,0.1,256,3171.343738388002,130727095.6147225,-0.0833272933959961
"[32, 64]",tanh,25,0.1,512,3170.1649174194104,130719581.75294872,-0.08326494693756104
"[32, 64]",tanh,25,0.01,16,3309.721253669432,131625584.65973513,-0.09077310562133789
"[32, 64]",tanh,25,0.01,32,3309.5177746733193,131623985.38351703,-0.09075963497161865
"[32, 64]",tanh,25,0.01,64,3309.6979727319876,131625505.19341022,-0.09077239036560059
"[32, 64]",tanh,25,0.01,128,3309.6976946920836,131625485.83328265,-0.09077215194702148
"[32, 64]",tanh,25,0.01,256,3308.556297915417,131617802.37027852,-0.09070861339569092
"[32, 64]",tanh,25,0.01,512,3309.671912313455,131625084.0001639,-0.09076893329620361
"[32, 64]",tanh,25,0.001,16,3326.7134923882004,131738141.63389221,-0.0917057991027832
"[32, 64]",tanh,25,0.001,32,3326.734218090487,131737916.69693099,-0.09170401096343994
"[32, 64]",tanh,25,0.001,64,3326.678075059107,131738693.59399143,-0.09171044826507568
"[32, 64]",tanh,25,0.001,128,3326.8364631007107,131738744.80669081,-0.09171080589294434
"[32, 64]",tanh,25,0.001,256,3327.016571636459,131739657.23725893,-0.09171843528747559
"[32, 64]",tanh,25,0.001,512,3327.091998526271,131740286.67275679,-0.09172356128692627
"[32, 64]",tanh,25,0.0001,16,3327.377813723352,131742948.69551721,-0.09174573421478271
"[32, 64]",tanh,25,0.0001,32,3327.439457476932,131743613.5828766,-0.09175121784210205
"[32, 64]",tanh,25,0.0001,64,3327.3877901646247,131743332.50606993,-0.09174895286560059
"[32, 64]",tanh,25,0.0001,128,3327.3184704106084,131742541.84755135,-0.09174227714538574
"[32, 64]",tanh,25,0.0001,256,3327.4258800865896,131743449.63707204,-0.09174978733062744
"[32, 64]",tanh,25,0.0001,512,3327.3462614516325,131743118.46671408,-0.09174704551696777
"[32, 64]",tanh,50,0.1,16,3005.6799845239047,129694139.45459065,-0.0747673511505127
"[32, 64]",tanh,50,0.1,32,3009.3669910197573,129716622.8253666,-0.07495343685150146
"[32, 64]",tanh,50,0.1,64,3009.1626494695474,129715376.00126685,-0.0749431848526001
"[32, 64]",tanh,50,0.1,128,3006.552905218014,129699459.36638008,-0.07481133937835693
"[32, 64]",tanh,50,0.1,256,3006.8763443168286,129701432.7723979,-0.07482779026031494
"[32, 64]",tanh,50,0.1,512,3006.913340173674,129701657.99330872,-0.07482969760894775
"[32, 64]",tanh,50,0.01,16,3289.5845757122524,131493170.55024952,-0.0896756649017334
"[32, 64]",tanh,50,0.01,32,3289.2188790660894,131490767.1635765,-0.08965587615966797
"[32, 64]",tanh,50,0.01,64,3290.3032564679675,131497903.14519553,-0.08971500396728516
"[32, 64]",tanh,50,0.01,128,3289.7059772783487,131493970.6078751,-0.08968234062194824
"[32, 64]",tanh,50,0.01,256,3290.2631804848365,131497635.37330882,-0.08971273899078369
"[32, 64]",tanh,50,0.01,512,3289.7926592769713,131494541.29570457,-0.08968710899353027
"[32, 64]",tanh,50,0.001,16,3325.8785689946412,131730843.89169483,-0.0916452407836914
"[32, 64]",tanh,50,0.001,32,3325.7563023723324,131729378.52248938,-0.09163320064544678
"[32, 64]",tanh,50,0.001,64,3326.042355410116,131731712.04770115,-0.09165263175964355
"[32, 64]",tanh,50,0.001,128,3325.5634400882896,131727497.56717843,-0.09161758422851562
"[32, 64]",tanh,50,0.001,256,3326.081395669979,131731278.74057133,-0.09164893627166748
"[32, 64]",tanh,50,0.001,512,3325.3908255410743,131726865.6980547,-0.09161245822906494
"[32, 64]",tanh,50,0.0001,16,3327.2466056798194,131742354.9520871,-0.09174084663391113
"[32, 64]",tanh,50,0.0001,32,3327.327949150277,131743148.31391254,-0.09174740314483643
"[32, 64]",tanh,50,0.0001,64,3327.140594833767,131741405.21700636,-0.09173285961151123
"[32, 64]",tanh,50,0.0001,128,3327.2842718178517,131742441.59612979,-0.09174156188964844
"[32, 64]",tanh,50,0.0001,256,3327.3012336603315,131742669.56847543,-0.0917433500289917
"[32, 64]",tanh,50,0.0001,512,3327.3164123056035,131742798.2017483,-0.09174442291259766
"[32, 64]",tanh,100,0.1,16,2709.8762592840562,127906683.79405583,-0.05995464324951172
"[32, 64]",tanh,100,0.1,32,2709.505319434407,127904353.64231774,-0.05993545055389404
"[32, 64]",tanh,100,0.1,64,2710.1978211996457,127908703.54981576,-0.05997133255004883
"[32, 64]",tanh,100,0.1,128,2711.2767393333734,127915482.94848514,-0.06002771854400635
"[32, 64]",tanh,100,0.1,256,2713.1477136379804,127927231.0623963,-0.060124993324279785
"[32, 64]",tanh,100,0.1,512,2711.8757842736613,127919246.42892635,-0.0600588321685791
"[32, 64]",tanh,100,0.01,16,3254.1745766399035,131261216.95231406,-0.0877535343170166
"[32, 64]",tanh,100,0.01,32,3254.5014392084454,131263348.33593005,-0.08777117729187012
"[32, 64]",tanh,100,0.01,64,3254.361937574968,131262438.47405557,-0.08776366710662842
"[32, 64]",tanh,100,0.01,128,3254.6467342687024,131264295.29940912,-0.08777916431427002
"[32, 64]",tanh,100,0.01,256,3254.0919321314927,131260677.88914399,-0.08774912357330322
"[32, 64]",tanh,100,0.01,512,3254.21095317639,131261454.37893927,-0.08775556087493896
"[32, 64]",tanh,100,0.001,16,3320.0881399721798,131690187.50557435,-0.09130847454071045
"[32, 64]",tanh,100,0.001,32,3319.2702554887865,131685831.05897021,-0.09127235412597656
"[32, 64]",tanh,100,0.001,64,3319.5006552491427,131686304.94989303,-0.09127628803253174
"[32, 64]",tanh,100,0.001,128,3319.4805005149983,131687482.70630218,-0.09128594398498535
"[32, 64]",tanh,100,0.001,256,3319.7286501207423,131688305.46900171,-0.0912928581237793
"[32, 64]",tanh,100,0.001,512,3319.411989970952,131686636.83961004,-0.0912790298461914
"[32, 64]",tanh,100,0.0001,16,3327.411546719822,131742907.66578655,-0.09174549579620361
"[32, 64]",tanh,100,0.0001,32,3327.060527902683,131741323.14595571,-0.09173214435577393
"[32, 64]",tanh,100,0.0001,64,3327.1946605707744,131742058.35494296,-0.09173822402954102
"[32, 64]",tanh,100,0.0001,128,3327.176306745811,131741523.22228985,-0.09173381328582764
"[32, 64]",tanh,100,0.0001,256,3327.0628068902934,131740977.60138732,-0.09172940254211426
"[32, 64]",tanh,100,0.0001,512,3327.1212392442408,131741212.98174582,-0.09173130989074707
"[32, 64]",tanh,250,0.1,16,2396.961996966855,124162057.30408368,-0.02892327308654785
"[32, 64]",tanh,250,0.1,32,2397.4086474061296,124146957.95770322,-0.02879810333251953
"[32, 64]",tanh,250,0.1,64,2396.570581900666,124155710.58286974,-0.028870701789855957
"[32, 64]",tanh,250,0.1,128,2396.621586041758,124150030.42534846,-0.0288236141204834
"[32, 64]",tanh,250,0.1,256,2397.0928331409523,124158402.14951178,-0.028892993927001953
"[32, 64]",tanh,250,0.1,512,2397.0395731508,124165548.50266227,-0.02895212173461914
"[32, 64]",tanh,250,0.01,16,3154.7819617554433,130621754.40686905,-0.08245432376861572
"[32, 64]",tanh,250,0.01,32,3154.1268111772715,130617597.22516482,-0.08241987228393555
"[32, 64]",tanh,250,0.01,64,3153.846754532351,130615820.84226342,-0.08240532875061035
"[32, 64]",tanh,250,0.01,128,3154.7048048774027,130621265.0734771,-0.082450270652771
"[32, 64]",tanh,250,0.01,256,3154.41454403613,130619422.80751853,-0.0824350118637085
"[32, 64]",tanh,250,0.01,512,3154.4041833125834,130619357.03364083,-0.08243453502655029
"[32, 64]",tanh,250,0.001,16,3302.602619261591,131578667.25545374,-0.09038424491882324
"[32, 64]",tanh,250,0.001,32,3302.369644564117,131577133.03781526,-0.09037160873413086
"[32, 64]",tanh,250,0.001,64,3303.1128784648286,131582076.11707024,-0.09041249752044678
"[32, 64]",tanh,250,0.001,128,3302.375609197387,131577194.71847585,-0.09037208557128906
"[32, 64]",tanh,250,0.001,256,3302.2807327118476,131576544.72249787,-0.09036672115325928
"[32, 64]",tanh,250,0.001,512,3303.0278945025107,131581515.81243528,-0.09040772914886475
"[32, 64]",tanh,250,0.0001,16,3326.7584336415875,131737874.73111588,-0.09170365333557129
"[32, 64]",tanh,250,0.0001,32,3326.6339919309507,131737228.98156959,-0.09169816970825195
"[32, 64]",tanh,250,0.0001,64,3326.834165472424,131738616.03014313,-0.09170973300933838
"[32, 64]",tanh,250,0.0001,128,3326.741749238368,131737439.06626572,-0.09170007705688477
"[32, 64]",tanh,250,0.0001,256,3326.499830105712,131736237.47220926,-0.0916900634765625
"[32, 64]",tanh,250,0.0001,512,3326.7775621699793,131738106.01896958,-0.0917055606842041
"[4, 16, 32]",linear,1,0.1,16,3326.280783750692,131735034.83289798,-0.09168016910552979
"[4, 16, 32]",linear,1,0.1,32,3324.2702689560083,131720951.06532818,-0.09156334400177002
"[4, 16, 32]",linear,1,0.1,64,3326.2205524792266,131735510.73594879,-0.09168398380279541
"[4, 16, 32]",linear,1,0.1,128,3324.015071410762,131718827.07135849,-0.0915457010269165
"[4, 16, 32]",linear,1,0.1,256,3325.4541552198284,131726445.65399002,-0.09160888195037842
"[4, 16, 32]",linear,1,0.1,512,3325.2441584994062,131725119.87375179,-0.09159791469573975
"[4, 16, 32]",linear,1,0.01,16,3327.1330531697163,131741622.51823401,-0.09173464775085449
"[4, 16, 32]",linear,1,0.01,32,3327.191785044379,131741655.43553379,-0.0917348861694336
"[4, 16, 32]",linear,1,0.01,64,3327.290638104001,131742416.02638976,-0.09174132347106934
"[4, 16, 32]",linear,1,0.01,128,3327.1642445416333,131741498.81506264,-0.09173357486724854
"[4, 16, 32]",linear,1,0.01,256,3327.1071053415108,131741376.57443555,-0.09173250198364258
"[4, 16, 32]",linear,1,0.01,512,3326.9661835194374,131740388.07688992,-0.09172439575195312
"[4, 16, 32]",linear,1,0.001,16,3327.829580972507,131746413.69844864,-0.0917743444442749
"[4, 16, 32]",linear,1,0.001,32,3327.3845915686065,131743005.3329317,-0.09174621105194092
"[4, 16, 32]",linear,1,0.001,64,3327.21339008445,131742209.14730376,-0.09173953533172607
"[4, 16, 32]",linear,1,0.001,128,3327.3148941476165,131742927.86254384,-0.09174549579620361
"[4, 16, 32]",linear,1,0.001,256,3327.5075304379484,131744082.16876945,-0.09175503253936768
"[4, 16, 32]",linear,1,0.001,512,3327.5499108866557,131744534.44226137,-0.09175896644592285
"[4, 16, 32]",linear,1,0.0001,16,3327.646836897367,131745095.78512628,-0.09176337718963623
"[4, 16, 32]",linear,1,0.0001,32,3327.6176586612487,131744842.89193241,-0.09176135063171387
"[4, 16, 32]",linear,1,0.0001,64,3327.4998815695517,131744055.0209602,-0.09175491333007812
"[4, 16, 32]",linear,1,0.0001,128,3327.3422851915852,131742864.61895423,-0.09174489974975586
"[4, 16, 32]",linear,1,0.0001,256,3327.2962891921675,131742800.7004892,-0.09174442291259766
"[4, 16, 32]",linear,1,0.0001,512,3327.682643293393,131745148.76329142,-0.09176385402679443
"[4, 16, 32]",linear,10,0.1,16,3429.391730292506,125320659.80492805,-0.038524508476257324
"[4, 16, 32]",linear,10,0.1,32,3408.6980464627604,125112088.44197033,-0.03679609298706055
"[4, 16, 32]",linear,10,0.1,64,3464.1992810224806,125585693.09223878,-0.04072082042694092
"[4, 16, 32]",linear,10,0.1,128,3425.296739390495,125304872.63258712,-0.03839373588562012
"[4, 16, 32]",linear,10,0.1,256,3404.445814474893,125259345.46039478,-0.038016438484191895
"[4, 16, 32]",linear,10,0.1,512,3407.066770619305,125029589.40879634,-0.036112308502197266
"[4, 16, 32]",linear,10,0.01,16,3322.819038443242,131704874.8326533,-0.0914299488067627
"[4, 16, 32]",linear,10,0.01,32,3325.375294931256,131726135.68399285,-0.0916062593460083
"[4, 16, 32]",linear,10,0.01,64,3322.9731519189595,131705954.28990576,-0.09143900871276855
"[4, 16, 32]",linear,10,0.01,128,3323.722801652777,131712768.1080148,-0.09149551391601562
"[4, 16, 32]",linear,10,0.01,256,3324.7369368209925,131718279.87607415,-0.09154129028320312
